"REF_DATE","GEO","DGUID","Main industry based on the North American Industry Classification System (NAICS)","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Tillsonburg, Ontario","2021S0504546","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720022","85.2.1","280","","","","0"
"2022","Tillsonburg, Ontario","2021S0504546","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720022","85.2.1","270","","","","0"
"2023","Tillsonburg, Ontario","2021S0504546","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720022","85.2.1","290","","","","0"
"2017","Tillsonburg, Ontario","2021S0504546","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720028","85.3.1","","x","","","0"
"2018","Tillsonburg, Ontario","2021S0504546","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720028","85.3.1","","x","","","0"
"2019","Tillsonburg, Ontario","2021S0504546","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720028","85.3.1","","x","","","0"
"2020","Tillsonburg, Ontario","2021S0504546","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720028","85.3.1","","x","","","0"
"2021","Tillsonburg, Ontario","2021S0504546","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720028","85.3.1","20","","","","0"
"2022","Tillsonburg, Ontario","2021S0504546","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720028","85.3.1","20","","","","0"
"2023","Tillsonburg, Ontario","2021S0504546","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720028","85.3.1","30","","","","0"
"2017","Tillsonburg, Ontario","2021S0504546","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720034","85.4.1","20","","","","0"
"2018","Tillsonburg, Ontario","2021S0504546","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720034","85.4.1","20","","","","0"
"2019","Tillsonburg, Ontario","2021S0504546","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720034","85.4.1","20","","","","0"
"2020","Tillsonburg, Ontario","2021S0504546","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720034","85.4.1","30","","","","0"
"2021","Tillsonburg, Ontario","2021S0504546","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720034","85.4.1","30","","","","0"
"2022","Tillsonburg, Ontario","2021S0504546","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720034","85.4.1","20","","","","0"
"2023","Tillsonburg, Ontario","2021S0504546","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720034","85.4.1","30","","","","0"
"2017","Tillsonburg, Ontario","2021S0504546","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720040","85.5.1","370","","","","0"
"2018","Tillsonburg, Ontario","2021S0504546","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720040","85.5.1","390","","","","0"
"2019","Tillsonburg, Ontario","2021S0504546","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720040","85.5.1","440","","","","0"
"2020","Tillsonburg, Ontario","2021S0504546","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720040","85.5.1","480","","","","0"
"2021","Tillsonburg, Ontario","2021S0504546","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720040","85.5.1","640","","","","0"
"2022","Tillsonburg, Ontario","2021S0504546","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720040","85.5.1","680","","","","0"
"2023","Tillsonburg, Ontario","2021S0504546","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720040","85.5.1","740","","","","0"
"2017","Tillsonburg, Ontario","2021S0504546","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720046","85.6.1","1850","","","","0"
"2018","Tillsonburg, Ontario","2021S0504546","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720046","85.6.1","1860","","","","0"
"2019","Tillsonburg, Ontario","2021S0504546","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720046","85.6.1","2060","","","","0"
"2020","Tillsonburg, Ontario","2021S0504546","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720046","85.6.1","2030","","","","0"
"2021","Tillsonburg, Ontario","2021S0504546","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720046","85.6.1","2250","","","","0"
"2022","Tillsonburg, Ontario","2021S0504546","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720046","85.6.1","2350","","","","0"
"2023","Tillsonburg, Ontario","2021S0504546","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720046","85.6.1","2410","","","","0"
"2017","Norfolk, Ontario","2021S0504547","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720154","86.2.1","1900","","","","0"
"2018","Norfolk, Ontario","2021S0504547","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720154","86.2.1","1800","","","","0"
"2019","Norfolk, Ontario","2021S0504547","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720154","86.2.1","1700","","","","0"
"2020","Norfolk, Ontario","2021S0504547","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720154","86.2.1","1820","","","","0"
"2021","Norfolk, Ontario","2021S0504547","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720154","86.2.1","1810","","","","0"
"2022","Norfolk, Ontario","2021S0504547","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720154","86.2.1","1690","","","","0"
"2023","Norfolk, Ontario","2021S0504547","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720154","86.2.1","1730","","","","0"
"2017","Norfolk, Ontario","2021S0504547","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720160","86.3.1","60","","","","0"
"2018","Norfolk, Ontario","2021S0504547","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720160","86.3.1","60","","","","0"
"2019","Norfolk, Ontario","2021S0504547","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720160","86.3.1","40","","","","0"
"2020","Norfolk, Ontario","2021S0504547","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720160","86.3.1","50","","","","0"
"2021","Norfolk, Ontario","2021S0504547","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720160","86.3.1","110","","","","0"
"2022","Norfolk, Ontario","2021S0504547","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720160","86.3.1","110","","","","0"
"2023","Norfolk, Ontario","2021S0504547","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720160","86.3.1","110","","","","0"
"2017","Norfolk, Ontario","2021S0504547","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720166","86.4.1","250","","","","0"
"2018","Norfolk, Ontario","2021S0504547","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720166","86.4.1","240","","","","0"
"2019","Norfolk, Ontario","2021S0504547","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720166","86.4.1","230","","","","0"
"2020","Norfolk, Ontario","2021S0504547","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720166","86.4.1","220","","","","0"
"2021","Norfolk, Ontario","2021S0504547","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720166","86.4.1","220","","","","0"
"2022","Norfolk, Ontario","2021S0504547","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720166","86.4.1","180","","","","0"
"2023","Norfolk, Ontario","2021S0504547","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720166","86.4.1","190","","","","0"
"2017","Norfolk, Ontario","2021S0504547","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720172","86.5.1","2110","","","","0"
"2018","Norfolk, Ontario","2021S0504547","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720172","86.5.1","2090","","","","0"
"2019","Norfolk, Ontario","2021S0504547","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720172","86.5.1","1970","","","","0"
"2020","Norfolk, Ontario","2021S0504547","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720172","86.5.1","2010","","","","0"
"2021","Norfolk, Ontario","2021S0504547","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720172","86.5.1","2200","","","","0"
"2022","Norfolk, Ontario","2021S0504547","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720172","86.5.1","2300","","","","0"
"2023","Norfolk, Ontario","2021S0504547","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720172","86.5.1","2400","","","","0"
"2017","Norfolk, Ontario","2021S0504547","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720178","86.6.1","5530","","","","0"
"2018","Norfolk, Ontario","2021S0504547","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720178","86.6.1","5670","","","","0"
"2019","Norfolk, Ontario","2021S0504547","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720178","86.6.1","5230","","","","0"
"2020","Norfolk, Ontario","2021S0504547","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720178","86.6.1","5340","","","","0"
"2021","Norfolk, Ontario","2021S0504547","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720178","86.6.1","5330","","","","0"
"2022","Norfolk, Ontario","2021S0504547","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720178","86.6.1","5450","","","","0"
"2023","Norfolk, Ontario","2021S0504547","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720178","86.6.1","5630","","","","0"
"2017","Guelph, Ontario","2021S0503550","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720286","87.2.1","520","","","","0"
"2018","Guelph, Ontario","2021S0503550","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720286","87.2.1","590","","","","0"
"2019","Guelph, Ontario","2021S0503550","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720286","87.2.1","650","","","","0"
"2020","Guelph, Ontario","2021S0503550","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720286","87.2.1","670","","","","0"
"2021","Guelph, Ontario","2021S0503550","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720286","87.2.1","730","","","","0"
"2022","Guelph, Ontario","2021S0503550","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720286","87.2.1","720","","","","0"
"2023","Guelph, Ontario","2021S0503550","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720286","87.2.1","690","","","","0"
"2017","Guelph, Ontario","2021S0503550","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720292","87.3.1","70","","","","0"
"2018","Guelph, Ontario","2021S0503550","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720292","87.3.1","80","","","","0"
"2019","Guelph, Ontario","2021S0503550","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720292","87.3.1","70","","","","0"
"2020","Guelph, Ontario","2021S0503550","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720292","87.3.1","70","","","","0"
"2021","Guelph, Ontario","2021S0503550","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720292","87.3.1","140","","","","0"
"2022","Guelph, Ontario","2021S0503550","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720292","87.3.1","130","","","","0"
"2023","Guelph, Ontario","2021S0503550","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720292","87.3.1","120","","","","0"
"2017","Guelph, Ontario","2021S0503550","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720298","87.4.1","250","","","","0"
"2018","Guelph, Ontario","2021S0503550","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720298","87.4.1","240","","","","0"
"2019","Guelph, Ontario","2021S0503550","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720298","87.4.1","260","","","","0"
"2020","Guelph, Ontario","2021S0503550","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720298","87.4.1","260","","","","0"
"2021","Guelph, Ontario","2021S0503550","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720298","87.4.1","250","","","","0"
"2022","Guelph, Ontario","2021S0503550","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720298","87.4.1","240","","","","0"
"2023","Guelph, Ontario","2021S0503550","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720298","87.4.1","250","","","","0"
"2017","Guelph, Ontario","2021S0503550","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720304","87.5.1","3690","","","","0"
"2018","Guelph, Ontario","2021S0503550","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720304","87.5.1","3930","","","","0"
"2019","Guelph, Ontario","2021S0503550","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720304","87.5.1","3820","","","","0"
"2020","Guelph, Ontario","2021S0503550","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720304","87.5.1","3950","","","","0"
"2021","Guelph, Ontario","2021S0503550","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720304","87.5.1","4160","","","","0"
"2022","Guelph, Ontario","2021S0503550","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720304","87.5.1","4250","","","","0"
"2023","Guelph, Ontario","2021S0503550","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720304","87.5.1","4400","","","","0"
"2017","Guelph, Ontario","2021S0503550","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720310","87.6.1","15820","","","","0"
"2018","Guelph, Ontario","2021S0503550","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720310","87.6.1","16530","","","","0"
"2019","Guelph, Ontario","2021S0503550","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720310","87.6.1","16090","","","","0"
"2020","Guelph, Ontario","2021S0503550","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720310","87.6.1","15640","","","","0"
"2021","Guelph, Ontario","2021S0503550","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720310","87.6.1","15670","","","","0"
"2022","Guelph, Ontario","2021S0503550","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720310","87.6.1","16500","","","","0"
"2023","Guelph, Ontario","2021S0503550","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720310","87.6.1","16920","","","","0"
"2017","Stratford, Ontario","2021S0504553","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720418","88.2.1","210","","","","0"
"2018","Stratford, Ontario","2021S0504553","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720418","88.2.1","230","","","","0"
"2019","Stratford, Ontario","2021S0504553","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720418","88.2.1","240","","","","0"
"2020","Stratford, Ontario","2021S0504553","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720418","88.2.1","260","","","","0"
"2021","Stratford, Ontario","2021S0504553","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720418","88.2.1","290","","","","0"
"2022","Stratford, Ontario","2021S0504553","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720418","88.2.1","300","","","","0"
"2023","Stratford, Ontario","2021S0504553","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720418","88.2.1","310","","","","0"
"2017","Stratford, Ontario","2021S0504553","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720424","88.3.1","","x","","","0"
"2018","Stratford, Ontario","2021S0504553","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720424","88.3.1","","x","","","0"
"2019","Stratford, Ontario","2021S0504553","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720424","88.3.1","","x","","","0"
"2020","Stratford, Ontario","2021S0504553","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720424","88.3.1","","x","","","0"
"2021","Stratford, Ontario","2021S0504553","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720424","88.3.1","20","","","","0"
"2022","Stratford, Ontario","2021S0504553","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720424","88.3.1","20","","","","0"
"2023","Stratford, Ontario","2021S0504553","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720424","88.3.1","20","","","","0"
"2017","Stratford, Ontario","2021S0504553","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720430","88.4.1","50","","","","0"
"2018","Stratford, Ontario","2021S0504553","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720430","88.4.1","50","","","","0"
"2019","Stratford, Ontario","2021S0504553","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720430","88.4.1","50","","","","0"
"2020","Stratford, Ontario","2021S0504553","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720430","88.4.1","50","","","","0"
"2021","Stratford, Ontario","2021S0504553","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720430","88.4.1","40","","","","0"
"2022","Stratford, Ontario","2021S0504553","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720430","88.4.1","40","","","","0"
"2023","Stratford, Ontario","2021S0504553","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720430","88.4.1","40","","","","0"
"2017","Stratford, Ontario","2021S0504553","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720436","88.5.1","1010","","","","0"
"2018","Stratford, Ontario","2021S0504553","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720436","88.5.1","1020","","","","0"
"2019","Stratford, Ontario","2021S0504553","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720436","88.5.1","1020","","","","0"
"2020","Stratford, Ontario","2021S0504553","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720436","88.5.1","1070","","","","0"
"2021","Stratford, Ontario","2021S0504553","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720436","88.5.1","1090","","","","0"
"2022","Stratford, Ontario","2021S0504553","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720436","88.5.1","1110","","","","0"
"2023","Stratford, Ontario","2021S0504553","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720436","88.5.1","1130","","","","0"
"2017","Stratford, Ontario","2021S0504553","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720442","88.6.1","3720","","","","0"
"2018","Stratford, Ontario","2021S0504553","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720442","88.6.1","3850","","","","0"
"2019","Stratford, Ontario","2021S0504553","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720442","88.6.1","3690","","","","0"
"2020","Stratford, Ontario","2021S0504553","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720442","88.6.1","3680","","","","0"
"2021","Stratford, Ontario","2021S0504553","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720442","88.6.1","3560","","","","0"
"2022","Stratford, Ontario","2021S0504553","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720442","88.6.1","3670","","","","0"
"2023","Stratford, Ontario","2021S0504553","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720442","88.6.1","3700","","","","0"
"2017","London, Ontario","2021S0503555","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720550","89.2.1","2500","","","","0"
"2018","London, Ontario","2021S0503555","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720550","89.2.1","2710","","","","0"
"2019","London, Ontario","2021S0503555","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720550","89.2.1","2810","","","","0"
"2020","London, Ontario","2021S0503555","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720550","89.2.1","3170","","","","0"
"2021","London, Ontario","2021S0503555","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720550","89.2.1","3090","","","","0"
"2022","London, Ontario","2021S0503555","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720550","89.2.1","3140","","","","0"
"2023","London, Ontario","2021S0503555","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720550","89.2.1","2930","","","","0"
"2017","London, Ontario","2021S0503555","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720556","89.3.1","260","","","","0"
"2018","London, Ontario","2021S0503555","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720556","89.3.1","240","","","","0"
"2019","London, Ontario","2021S0503555","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720556","89.3.1","210","","","","0"
"2020","London, Ontario","2021S0503555","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720556","89.3.1","210","","","","0"
"2021","London, Ontario","2021S0503555","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720556","89.3.1","360","","","","0"
"2022","London, Ontario","2021S0503555","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720556","89.3.1","390","","","","0"
"2023","London, Ontario","2021S0503555","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720556","89.3.1","390","","","","0"
"2017","London, Ontario","2021S0503555","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720562","89.4.1","1110","","","","0"
"2018","London, Ontario","2021S0503555","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720562","89.4.1","1200","","","","0"
"2019","London, Ontario","2021S0503555","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720562","89.4.1","1120","","","","0"
"2020","London, Ontario","2021S0503555","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720562","89.4.1","1120","","","","0"
"2021","London, Ontario","2021S0503555","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720562","89.4.1","1100","","","","0"
"2022","London, Ontario","2021S0503555","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720562","89.4.1","1020","","","","0"
"2023","London, Ontario","2021S0503555","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720562","89.4.1","1060","","","","0"
"2017","London, Ontario","2021S0503555","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720568","89.5.1","12120","","","","0"
"2018","London, Ontario","2021S0503555","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720568","89.5.1","12900","","","","0"
"2019","London, Ontario","2021S0503555","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720568","89.5.1","12530","","","","0"
"2020","London, Ontario","2021S0503555","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720568","89.5.1","12850","","","","0"
"2021","London, Ontario","2021S0503555","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720568","89.5.1","13630","","","","0"
"2022","London, Ontario","2021S0503555","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720568","89.5.1","14400","","","","0"
"2023","London, Ontario","2021S0503555","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720568","89.5.1","15030","","","","0"
"2017","London, Ontario","2021S0503555","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720574","89.6.1","27900","","","","0"
"2018","London, Ontario","2021S0503555","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720574","89.6.1","28790","","","","0"
